TF,R.acc,P.acc,FDR.acc,motif,TF.var,R.exp,P.exp,FDR.exp,pass,R.product,label,AF_signature
FLI1,-0.283696797878056,0.000363243122083453,0.00282270176119016,MA0475.2,FLI1,-0.245282327666956,0.00216905449968849,0.0161129762834002,FALSE,0.0695858109351915,"",DOWN
NR2F1,0.175402578831467,0.0295663290913684,0.0922865334818445,MA0017.2,NR2F1,0.3935582198635,4.43145267813361e-07,9.38811456256453e-06,FALSE,0.0690311266843794,"",DOWN
NKX2-5,0.305175323283312,0.000118848555865373,0.00116544643912943,MA0503.1,NKX2-5(VAR.2),0.220193627061183,0.00606898447645466,0.0343708823815056,FALSE,0.0671976613233215,"",DOWN
ELF2,-0.409115144091142,1.37896235381365e-07,3.81002191090734e-06,MA1483.1,ELF2,-0.163035667674796,0.0433550239689012,0.142943064868116,FALSE,0.0667003606727696,"",DOWN
NR3C1,-0.60684050644977,7.30591286696707e-17,1.81673699958581e-14,MA0113.3,NR3C1,0.106008263973601,0.190703728921933,0.361200440209754,FALSE,0.0643301085976011,NR3C1,DOWN
PBX1,-0.199130753733673,0.0132915011057675,0.0485256921425661,MA0070.1,PBX1,0.318329875490731,5.73747798364947e-05,0.000729297201477222,FALSE,0.0633892680424155,"",DOWN
NKX2-5,0.287612110346191,0.000298243741383602,0.00239236377496954,MA0063.2,NKX2-5,0.220193627061183,0.00606898447645466,0.0343708823815056,FALSE,0.0633303537638492,"",DOWN
HAND1,0.347529729053349,1.00527883214211e-05,0.000159561278463407,MA0092.1,HAND1::TCF3,-0.180679620766535,0.0249358172644916,0.0970291664985659,FALSE,0.0627915396504559,"",DOWN
RARA,0.257822781444199,0.00124578686263209,0.00735485071861067,MA0159.1,RARA::RXRA,0.243026786148728,0.0023896372161796,0.0171207707624064,FALSE,0.0626578419703097,"",DOWN
NR1D1,0.290665108248024,0.000255234695397398,0.00213938295243213,MA1531.1,NR1D1,0.212109231930291,0.00826909486412859,0.0429992932934687,FALSE,0.0616527528594232,"",DOWN
NFIX,0.441569837574505,9.89673654699006e-09,3.51569784002599e-07,MA0671.1,NFIX,-0.138661158630737,0.0863424655900374,0.224490410534097,FALSE,0.0612285852944673,"",DOWN
NFATC3,-0.476393877389532,4.23579415405331e-10,1.97493902432736e-08,MA0625.1,NFATC3,0.128185694710718,0.113119658296263,0.275465690291228,FALSE,0.0610668801291098,"",DOWN
SMAD4,0.326739904919727,3.53728811667681e-05,0.000425615634684016,MA0513.1,SMAD2::SMAD3::SMAD4,-0.186029688336355,0.0208903255748822,0.0878622516825929,FALSE,0.0607833226792671,"",DOWN
FOSL2,-0.18709718020652,0.0201547540365115,0.0689699381249429,MA1139.1,FOSL2::JUNB(VAR.2),-0.322570305340625,4.50387609429567e-05,0.000599120261845843,FALSE,0.060351994547587,"",DOWN
BACH2,-0.100025141291172,0.217104494056432,0.387464001354303,MA1101.2,BACH2,-0.601548615687588,1.58404860987196e-16,2.2651895121169e-14,FALSE,0.0601699852776597,"",DOWN
TEF,0.105097323509244,0.194564765779371,0.366252564244862,MA0843.1,TEF,0.56975489739698,1.24326475105427e-14,1.42229487520609e-12,FALSE,0.0598797147727066,"",DOWN
MYOD1,0.342212015826215,1.39890715419704e-05,0.000212976476945101,MA0499.2,MYOD1,0.170346761265501,0.0346703569039638,0.123946525931671,FALSE,0.0582947085621342,"",DOWN
TFAP2C,0.225974742772038,0.00483281842577626,0.0219834301562749,MA0524.2,TFAP2C,0.257698967594571,0.00125279433736713,0.0106954979249851,FALSE,0.058233457914803,"",DOWN
PRRX1,0.133175645892682,0.0996517644461895,0.233041430334976,MA0716.1,PRRX1,-0.431503097499314,2.30837614488094e-08,7.33550641595498e-07,FALSE,0.0574657037141639,"",DOWN
NFIC,0.150001669168695,0.0633359624250054,0.167548326131397,MA1527.1,NFIC(VAR.2),0.376022333988742,1.54085381579922e-06,2.84312381495855e-05,FALSE,0.0564039777430197,"",DOWN
TCF12,0.278748049874593,0.00046414899626063,0.00342826882386564,MA0521.1,TCF12,-0.202197270334317,0.0119103350424973,0.0566922356700875,FALSE,0.0563620947956569,"",DOWN
RARA,0.227594489213379,0.00452956348235925,0.020987915266087,MA0729.1,RARA,0.243026786148728,0.0023896372161796,0.0171207707624064,FALSE,0.0553115572586889,"",DOWN
ZFP57,-0.191155081659591,0.0175590854409224,0.0620809371513181,MA1583.1,ZFP57,-0.289081144280154,0.000276772779469648,0.00293174129364146,FALSE,0.0552593297411208,"",DOWN
HAND2,0.254454778102233,0.00144974690389374,0.00821521641399993,MA1638.1,HAND2,0.216986625475871,0.00687006527345118,0.0375130965167084,FALSE,0.055213283636615,"",DOWN
TFEB,0.200362846877706,0.0127205621480583,0.0476785693796646,MA0692.1,TFEB,0.273387609267362,0.000602240378338245,0.00593933614499097,FALSE,0.0547767196938985,"",DOWN
DMRT1,-0.372060940510169,2.02173514212699e-06,4.18948448896315e-05,MA1603.1,DMRT1,-0.147143548917353,0.0685990012619395,0.188647253470334,FALSE,0.0547463672001947,"",DOWN
NR1H4,0.230759701852655,0.00398576570394426,0.0188188684502685,MA1146.1,NR1H4::RXRA,0.237155921277751,0.00306227073890617,0.0206072807371098,FALSE,0.0547260296866454,"",DOWN
GATA5,0.213252700324283,0.00792020169422877,0.0328248359105259,MA0766.2,GATA5,-0.256330921547642,0.00133265606944373,0.0110475256771278,FALSE,0.0546632611966466,"",DOWN
GATA6,0.148281098347643,0.066463154297438,0.173970221424171,MA1104.2,GATA6,-0.361660592697546,4.05593260439212e-06,7.24997953035091e-05,FALSE,0.0536274299142517,"",DOWN
FOSL2,-0.166209029767799,0.0393844542009262,0.116590487436075,MA1130.1,FOSL2::JUN,-0.322570305340625,4.50387609429567e-05,0.000599120261845843,FALSE,0.053614097482568,"",DOWN
ERG,-0.268234872035535,0.000769770988141128,0.00508408750127883,MA0474.2,ERG,-0.199313114932992,0.0132056075879344,0.0609161898411167,FALSE,0.0534627278790548,"",DOWN
USF2,0.30321353866137,0.000132098962892136,0.00126340802971197,MA0526.3,USF2,-0.174210300384549,0.030708420817454,0.1118803611948,FALSE,0.0528229216508595,"",DOWN
GMEB1,0.11496693544161,0.155668672278595,0.309676878719552,MA0615.1,GMEB1,-0.458363644396433,2.26287422991818e-09,1.28209001376395e-07,FALSE,0.052696663514106,"",DOWN
YY2,-0.409527838038087,1.33582187243551e-07,3.81002191090734e-06,MA0748.2,YY2,-0.128496313998278,0.112241848495576,0.275465690291228,FALSE,0.0526228176675778,"",DOWN
VDR,0.231393968512431,0.00388413247246187,0.0186939537061713,MA0074.1,RXRA::VDR,0.224760465174928,0.00507195635963277,0.0298888283524723,FALSE,0.0520082160015266,"",DOWN
KLF15,-0.315425898994208,6.75800409142325e-05,0.000717398172975955,MA1513.1,KLF15,-0.162760793385958,0.0437141774179462,0.142943064868116,FALSE,0.0513389695747763,"",DOWN
ZNF317,0.237368894916526,0.00303515339644869,0.0151961371392666,MA1593.1,ZNF317,0.215314027885052,0.00732410308926013,0.0395225185571396,FALSE,0.0511088528591009,"",DOWN
ZBTB7A,-0.270335990228725,0.00069686482781799,0.00472601055956564,MA0750.2,ZBTB7A,0.184748387426177,0.0218037132440242,0.0890837426827276,FALSE,0.0499441382580158,"",DOWN
NR1H3,0.162367725292658,0.0442320836146178,0.128393518974727,MA0494.1,NR1H3::RXRA,0.305168130776716,0.000118894784735087,0.00138791462996877,FALSE,0.0495494552260278,"",DOWN
RXRA,0.257822781444199,0.00124578686263209,0.00735485071861067,MA0159.1,RARA::RXRA,0.192162343026165,0.016961634720718,0.0741395759746886,FALSE,0.0495438297678402,"",DOWN
FOXP2,-0.0816722349434619,0.313958047036577,0.497278655981268,MA0593.1,FOXP2,-0.603900796123484,1.12498710464694e-16,2.14497541286017e-14,FALSE,0.0493219277035409,"",DOWN
CUX1,-0.246662331554433,0.00204337892334874,0.0109666235742314,MA0754.1,CUX1,0.19905647137809,0.0133266285716191,0.060982652343729,FALSE,0.0490997333411181,"",DOWN
ZNF423,0.290254517189964,0.000260663129379815,0.00216060771685935,MA0116.1,ZNF423,0.166572023031926,0.03895039977034,0.13668483845788,FALSE,0.0483482821224872,"",DOWN
GATA3,0.172733697308186,0.0321746636831341,0.0987748934469877,MA0037.3,GATA3,-0.277412043317473,0.000495521454457427,0.00515342312635724,FALSE,0.0479184079200457,"",DOWN
PLAGL1,0.367803293321072,2.69638136407118e-06,5.29342236209763e-05,MA1615.1,PLAGL1,0.127524788774213,0.115005191849122,0.278741397193635,FALSE,0.0469040372912297,"",DOWN
TFAP4,0.195754959534167,0.0149722069591868,0.0536983961132374,MA1570.1,TFAP4(VAR.2),0.235558897734402,0.00327268691126575,0.0215169760142989,FALSE,0.0461118224939109,"",DOWN
SREBF2,0.188723793450984,0.0190769590904719,0.0663698431919298,MA0596.1,SREBF2,0.240846954721484,0.00262193759236532,0.0185154111460859,FALSE,0.0454535509361558,"",DOWN
HOXA11,-0.199919198894764,0.0129236185930699,0.0476785693796646,MA0911.1,HOXA11,0.227350972256889,0.00457403718668407,0.0278335028806733,FALSE,0.0454518242415429,"",DOWN
RXRA,0.231393968512431,0.00388413247246187,0.0186939537061713,MA0074.1,RXRA::VDR,0.192162343026165,0.016961634720718,0.0741395759746886,FALSE,0.0444652071514714,"",DOWN
RXRA,0.230759701852655,0.00398576570394426,0.0188188684502685,MA1146.1,NR1H4::RXRA,0.192162343026165,0.016961634720718,0.0741395759746886,FALSE,0.0443433249840255,"",DOWN
ARID3B,-0.164347836223175,0.0416743744309172,0.122881752274562,MA0601.1,ARID3B,0.267479632683072,0.000797645603400955,0.0073589239539572,FALSE,0.0439596988652325,"",DOWN
CRX,0.159130305390163,0.0486957916303382,0.136567896827941,MA0467.1,CRX,0.276219584201134,0.000525164734199117,0.0053641826421767,FALSE,0.0439549067886703,"",DOWN
TGIF1,0.347923059063196,9.80772443537967e-06,0.000159055704973766,MA0796.1,TGIF1,0.126103970486255,0.119141526563535,0.282089834436394,FALSE,0.0438744791715928,"",DOWN
CEBPD,0.100699966231755,0.214002872428064,0.384689500798399,MA0836.2,CEBPD,-0.435398768598617,1.66872789444148e-08,6.12078626554171e-07,FALSE,0.0438446412952284,"",DOWN
ZFX,-0.16945087432995,0.0356484010885626,0.107666830818088,MA0146.2,ZFX,0.258522410308554,0.00120685896251941,0.0104594443418349,FALSE,0.0438068484606706,"",DOWN
NFKB2,0.294932751766419,0.000204701860970932,0.00181794747957518,MA0778.1,NFKB2,-0.148030426417794,0.0669290928529575,0.187059721612112,FALSE,0.0436590210085562,"",DOWN
ZNF136,0.294434829829996,0.00021007696176992,0.00184373427623953,MA1588.1,ZNF136,0.147970628861735,0.0670406344938513,0.187059721612112,FALSE,0.0435677069287424,"",DOWN
ETV5,-0.266037438973425,0.000853466671855334,0.00539564523054305,MA0765.2,ETV5,-0.163231722473549,0.043100367743185,0.142943064868116,FALSE,0.0434257494060836,"",DOWN
PKNOX2,0.33272524191517,2.48526298092515e-05,0.000325264242766695,MA0783.1,PKNOX2,-0.129371922150561,0.109795993697156,0.271875793916766,FALSE,0.0430453040945759,"",DOWN
MYC,0.188644932218171,0.0191280379172452,0.0663698431919298,MA0059.1,MAX::MYC,-0.226381219072822,0.00475505402673803,0.0286304305609911,FALSE,0.0427056697274594,"",DOWN
NR4A1,0.257711220629839,0.00125209925102353,0.00735485071861067,MA1112.2,NR4A1,0.165443271868059,0.0403134666527587,0.138911463405892,FALSE,0.0426365875381119,"",DOWN
NFIA,0.534612004168088,9.23265082163738e-13,8.60944689117686e-11,MA0670.1,NFIA,0.0796902539439,0.325884926386356,0.496779390781335,FALSE,0.0426033663736123,"",DOWN
ARNTL,0.142566495487026,0.0777639048663915,0.1940196422419,MA0603.1,ARNTL,-0.297894325162702,0.000175285201537335,0.00200526270558711,FALSE,0.0424697499639189,"",DOWN
THAP1,0.486469725709239,1.59023184845271e-10,7.90875305963814e-09,MA0597.1,THAP1,0.0869676792465999,0.283504033120912,0.458087174235194,FALSE,0.0423071430686626,"",DOWN
PLAG1,0.200260740074846,0.0127670468153794,0.0476785693796646,MA0163.1,PLAG1,0.209775329478661,0.00902373104400685,0.045677647408601,FALSE,0.0420097627308413,"",DOWN
TFAP2B,0.271515683645529,0.000658771038050602,0.00463625655080895,MA0811.1,TFAP2B,0.154559669773576,0.0556296925729955,0.169256298679539,FALSE,0.0419653744025996,"",DOWN
ZNF135,-0.105348942118662,0.193492644335643,0.365431677656683,MA1587.1,ZNF135,0.390820045356119,5.40921638484396e-07,1.10502563290384e-05,FALSE,0.0411724783370348,"",DOWN
OSR1,-0.271267766886349,0.000666613751803366,0.00464760615743281,MA1542.1,OSR1,0.15003916751377,0.0632691721858081,0.183705413656255,FALSE,0.0407007899169472,"",DOWN
CREB1,0.124883760661146,0.122785180612945,0.26473336629265,MA0018.4,CREB1,0.321128516202454,4.89225895021596e-05,0.000635993663528075,FALSE,0.0401037367588962,"",DOWN
SOX15,-0.12782671036448,0.114140809030654,0.251920247150496,MA1152.1,SOX15,0.313492925360499,7.52903445830982e-05,0.000916299512798556,FALSE,0.0400727693713702,"",DOWN
NR2F2,0.0906140295072699,0.263725120351343,0.443105720229959,MA1111.1,NR2F2,0.435092435116415,1.71210804630537e-08,6.12078626554171e-07,FALSE,0.0394254787540287,"",DOWN
HIC2,0.366527824639571,2.93696781324563e-06,5.61789227866985e-05,MA0738.1,HIC2,-0.107504759731921,0.184482542012672,0.353610171601946,FALSE,0.0394034857229408,"",DOWN
USF1,0.33396152985794,2.30838893528649e-05,0.00030751038316495,MA0093.3,USF1,0.117913334650283,0.145273770065495,0.311386146688976,FALSE,0.0393785176304598,"",DOWN
SOX4,-0.132702107287361,0.100872772486895,0.233827746018428,MA0867.2,SOX4,0.294711226695823,0.000207077248238956,0.00227784973062851,FALSE,0.0391088008237789,"",DOWN
HIC1,0.398765218468784,3.01801321895416e-07,8.04084950478502e-06,MA0739.1,HIC1,0.0979603231976824,0.22679325805114,0.400388097547075,FALSE,0.0390631696811965,"",DOWN
NFATC2,-0.214576303214476,0.00753269700823028,0.0319283634553397,MA0152.1,NFATC2,0.180152217992694,0.0253687655063078,0.0980468504703249,FALSE,0.0386563969527607,"",DOWN
ZBTB12,-0.20780573833003,0.00970729045958013,0.0389335413056278,MA1649.1,ZBTB12,0.180713070918725,0.024908572754889,0.0970291664985659,FALSE,0.0375532131281526,"",DOWN
ONECUT3,-0.254394948906192,0.00145363078639141,0.00821521641399993,MA0757.1,ONECUT3,-0.147258087190269,0.0683814482973271,0.188647253470334,FALSE,0.037461713566792,"",DOWN
SREBF1,0.260576244819807,0.0010989194678568,0.00671962231984569,MA0595.1,SREBF1,-0.142875357137777,0.0771158790027978,0.206182101679784,FALSE,0.0372299240402509,"",DOWN
SREBF2,0.154353533569022,0.0559606832368719,0.151806071617114,MA0828.1,SREBF2(VAR.2),0.240846954721484,0.00262193759236532,0.0185154111460859,FALSE,0.0371755785105993,"",DOWN
NPAS2,0.0805651476637081,0.320584618040455,0.501743952847384,MA0626.1,NPAS2,-0.455970338570044,2.80620262770014e-09,1.33762325253707e-07,FALSE,0.0367353176571666,"",DOWN
HSF2,-0.11645021307471,0.150367890034607,0.302356997212444,MA0770.1,HSF2,-0.313986283564308,7.32477217653087e-05,0.000910819496733838,FALSE,0.0365637696236,"",DOWN
HOXB4,0.180594542630617,0.025005226932773,0.0805055046856597,MA1499.1,HOXB4,0.202006131577475,0.0119925883148262,0.0566922356700875,FALSE,0.0364812049408143,"",DOWN
JDP2,-0.145537650760609,0.0717089565919364,0.184465109026154,MA0655.1,JDP2,0.246394648292607,0.00206722675478837,0.0155586013649861,FALSE,0.0358596982724926,"",DOWN
TFAP2E,-0.0858301276880295,0.289872924711545,0.475264179856732,MA1569.1,TFAP2E,0.417274613746836,7.29724822493254e-08,2.08701299233071e-06,FALSE,0.0358147333788641,"",DOWN
NR4A2,0.129511458395298,0.109410106241486,0.245565594561724,MA0160.1,NR4A2,-0.275577106763704,0.000541806142335156,0.00543707216518788,FALSE,0.035690392997324,"",DOWN
JUNB,-0.18709718020652,0.0201547540365115,0.0689699381249429,MA1139.1,FOSL2::JUNB(VAR.2),-0.190234934558427,0.0181207437168587,0.0785232227730543,FALSE,0.0355924198326534,"",DOWN
NFIX,0.254973668585229,0.00141645761067893,0.00812828751974219,MA1528.1,NFIX(VAR.2),-0.138661158630737,0.0863424655900374,0.224490410534097,FALSE,0.0353549443063575,"",DOWN
ZNF740,0.301935446490789,0.000141459642623247,0.00133580877717648,MA0753.2,ZNF740,-0.116873545444576,0.148880313553035,0.315405701304947,FALSE,0.0352882661267694,"",DOWN
NKX3-1,0.384210554796338,8.68861676459638e-07,1.97815788193548e-05,MA0124.2,NKX3-1,0.091510698868406,0.259009324131704,0.430773397750416,FALSE,0.0351593763820309,"",DOWN
MSC,0.263798743818108,0.000947255624089408,0.00588877246308916,MA0665.1,MSC,-0.132192602895054,0.10219966629363,0.255402036158434,FALSE,0.0348722425857613,"",DOWN
MYBL1,-0.284749742568566,0.000344581443868331,0.00270587112763973,MA0776.1,MYBL1,-0.12224649240371,0.130954187349964,0.298429462805496,FALSE,0.0348096572418667,"",DOWN
TCF3,0.347529729053349,1.00527883214211e-05,0.000159561278463407,MA0092.1,HAND1::TCF3,-0.0989829248941218,0.221957399188646,0.393063877200946,FALSE,0.0343995090693622,"",DOWN
JUNB,-0.17973555062822,0.0257153494011259,0.0816325559712337,MA0490.2,JUNB,-0.190234934558427,0.0181207437168587,0.0785232227730543,FALSE,0.0341919807115822,"",DOWN
PLAGL2,0.396324835118293,3.61628683202899e-07,8.99249992231208e-06,MA1548.1,PLAGL2,0.0859273920317747,0.289324664656817,0.463567810038373,FALSE,0.034055159479138,"",DOWN
PKNOX1,0.185505306818568,0.0212600656181833,0.0714414817620035,MA0782.2,PKNOX1,0.180934920093232,0.0247285259799212,0.0970291664985659,FALSE,0.033564387866088,"",DOWN
FOSL2,-0.103770968484769,0.200287608188986,0.369838009180652,MA0478.1,FOSL2,-0.322570305340625,4.50387609429567e-05,0.000599120261845843,FALSE,0.0334734329896244,"",DOWN
ZIC1,0.50542698429324,2.30370513179331e-11,1.56233093483437e-09,MA1628.1,ZIC1::ZIC2,-0.0659652750726916,0.416319051862402,0.579402670718477,FALSE,0.0333406300480645,"",DOWN
ETV1,-0.142997075592616,0.0768617001310252,0.192412175495788,MA0761.2,ETV1,0.231114109845142,0.00392868543732607,0.024426174675549,FALSE,0.0330486418360459,"",DOWN
NR1H4,0.13852737749575,0.0866492256502871,0.211242883448086,MA1110.1,NR1H4,0.237155921277751,0.00306227073890617,0.0206072807371098,FALSE,0.0328525878321952,"",DOWN
FOSL2,-0.0996462852780926,0.218859754919293,0.389664384653442,MA1138.1,FOSL2::JUNB,-0.322570305340625,4.50387609429567e-05,0.000599120261845843,FALSE,0.0321429326682133,"",DOWN
TCF4,0.21398266984603,0.00770436062597941,0.0322890619493294,MA0830.2,TCF4,-0.14893916642593,0.0652525415844872,0.183871547274924,FALSE,0.0318704004764628,"",DOWN
TP63,-0.264302259551839,0.000925372919812039,0.00580107729562841,MA0525.2,TP63,-0.120300781009702,0.137243941119784,0.301506782004397,FALSE,0.031795768246715,"",DOWN
FOSL2,-0.0981438352795302,0.225920000617127,0.400212896737455,MA1144.1,FOSL2::JUND,-0.322570305340625,4.50387609429567e-05,0.000599120261845843,FALSE,0.031658286913418,"",DOWN
KLF14,-0.292471840042878,0.000232571906483648,0.00199423726708967,MA0740.1,KLF14,-0.108090741273761,0.18208748058822,0.353064538632074,FALSE,0.0316134979919356,"",DOWN
ZSCAN29,-0.298062997459199,0.000173734485064887,0.00158056007144398,MA1602.1,ZSCAN29,-0.105557402256142,0.19260767559931,0.36360260872213,FALSE,0.0314627557204721,"",DOWN
ELK1,-0.371512741930567,2.098582972917e-06,4.2311970210705e-05,MA0028.2,ELK1,-0.084652013116403,0.296568706710612,0.47142429891308,FALSE,0.0314493015028172,"",DOWN
RXRA,0.162367725292658,0.0442320836146178,0.128393518974727,MA0494.1,NR1H3::RXRA,0.192162343026165,0.016961634720718,0.0741395759746886,FALSE,0.0312009625240659,"",DOWN
CEBPA,-0.118459607760477,0.143405745394698,0.28992055844023,MA0019.1,DDIT3::CEBPA,0.26315846885546,0.000975767153108683,0.00885934621552646,FALSE,0.0311736489994653,"",DOWN
EBF2,0.24510748421196,0.00218546831429751,0.0116454240176139,MA1604.1,EBF2,-0.126533218172328,0.117879895885085,0.282089834436394,FALSE,0.0310142387754624,"",DOWN
NFE2L2,0.137790924383055,0.088353543824093,0.21399916783368,MA0150.2,NFE2L2,-0.224518705844682,0.0051208132491998,0.0298888283524723,FALSE,0.0309366400196259,"",DOWN
ERF,-0.201881025014842,0.0120466953503407,0.0460863319556622,MA0760.1,ERF,0.153233519282137,0.0577875767776971,0.171879343767088,FALSE,0.0309349399393094,"",DOWN
HIF1A,0.267379179335038,0.000801422254331007,0.00515397415285286,MA1106.1,HIF1A,0.115614806928501,0.153336359596503,0.321276182011721,FALSE,0.0309129921955216,"",DOWN
RORC,0.2407430541881,0.0026335039760012,0.0136430136534506,MA1151.1,RORC,0.126034836401345,0.119345699184628,0.282089834436394,FALSE,0.0303420114493574,"",DOWN
BACH1,0.0902477099000131,0.265668450426229,0.443375087288516,MA0591.1,BACH1::MAFK,-0.333134839796316,2.42529497256796e-05,0.000365070716923387,FALSE,0.0300646563795253,"",DOWN
FIGLA,0.154745104908722,0.0553333227624076,0.151203878317788,MA0820.1,FIGLA,0.194255899429358,0.0157761209492799,0.0704995404920946,FALSE,0.0300601495363343,"",DOWN
HIF1A,0.258891682180124,0.00118676397419846,0.00713972519961333,MA0259.1,ARNT::HIF1A,0.115614806928501,0.153336359596503,0.321276182011721,FALSE,0.0299317118506499,"",DOWN
CREB5,-0.0880515943705516,0.277523383744399,0.458036381135668,MA0840.1,CREB5,-0.338985145310569,1.70451559764025e-05,0.000270828589402839,FALSE,0.0298481825125287,"",DOWN
TEAD1,0.600990958273285,1.71721620766122e-16,3.20260822728818e-14,MA0090.3,TEAD1,0.0495703247629681,0.54152058541825,0.686828154683294,FALSE,0.0297913169812141,"",DOWN
FOSL2,-0.092112769998544,0.255875541213381,0.437615851343987,MA1145.1,FOSL2::JUND(VAR.2),-0.322570305340625,4.50387609429567e-05,0.000599120261845843,FALSE,0.0297128443442011,"",DOWN
RXRA,0.153684999215576,0.0570453327163998,0.153631112658607,MA1148.1,PPARA::RXRA,0.192162343026165,0.016961634720718,0.0741395759746886,FALSE,0.0295324695372394,"",DOWN
NR1I2,-0.23965590081255,0.00275732680400347,0.0140888068204561,MA1533.1,NR1I2,0.122994937989901,0.128594568550971,0.29540599683195,FALSE,0.0294764626593535,"",DOWN
NR2E1,-0.159192605196437,0.0486064867821342,0.136567896827941,MA0676.1,NR2E1,0.18475650474681,0.0217978201394793,0.0890837426827276,FALSE,0.0294118693176325,"",DOWN
ZSCAN4,0.248669043549403,0.00187241040094816,0.010121870718169,MA1155.1,ZSCAN4,-0.117700622772794,0.146006125705694,0.311625014565885,FALSE,0.0292685012900797,"",DOWN
TEAD4,0.570609719260086,1.11240463983421e-14,1.65970772263265e-12,MA0809.2,TEAD4,-0.0507292708777366,0.532097644715585,0.68395472534228,FALSE,0.0289466150138141,"",DOWN
FOXC1,-0.155764674470881,0.0537269928447185,0.147354178905,MA0032.2,FOXC1,-0.185035097920618,0.0215963940296424,0.0890837426827276,FALSE,0.0288219317932926,"",DOWN
ELF5,-0.20820737233329,0.00956430348155283,0.0385674075526401,MA0136.2,ELF5,0.136932551441,0.0903736639178258,0.233908306610843,FALSE,0.0285103667224237,"",DOWN
EBF1,0.249953387342419,0.00176992467693963,0.00963769203647419,MA0154.4,EBF1,-0.113408562132175,0.161387803204265,0.326495297739444,FALSE,0.0283468542585703,"",DOWN
ZBED1,-0.181844679666521,0.02400181584892,0.078532257119712,MA0749.1,ZBED1,-0.155576836767066,0.0540199993407121,0.166126019477889,FALSE,0.0282908200454378,"",DOWN
OSR2,0.211589084934927,0.00843225776711875,0.0343741218266152,MA1646.1,OSR2,-0.132562356535028,0.101235363048508,0.255095276051747,FALSE,0.0280487477160641,"",DOWN
DDIT3,-0.118459607760477,0.143405745394698,0.28992055844023,MA0019.1,DDIT3::CEBPA,0.236538232646475,0.0031421610568515,0.02089902470371,FALSE,0.0280202262596578,"",DOWN
TCF21,0.230785848813996,0.00398152919264999,0.0188188684502685,MA0832.1,TCF21,0.121027265250356,0.134869038066365,0.299011975868066,FALSE,0.0279313801404401,"",DOWN
HINFP,-0.417038522831883,7.43464068808403e-08,2.41140954491769e-06,MA0131.2,HINFP,0.0664803671810891,0.41268095363102,0.577038065186682,FALSE,0.0277248741265226,"",DOWN
FOXJ3,-0.180128071648568,0.0253887406248768,0.0812646051063989,MA0851.1,FOXJ3,-0.152341019886172,0.0592782569306748,0.174779190537866,FALSE,0.0274408941450723,"",DOWN
ASCL2,0.204034147923513,0.0111447758359202,0.0439894326645317,MA0816.1,ASCL2,-0.133041463293198,0.0999965598893755,0.253490338295654,FALSE,0.027145001601525,"",DOWN
IRF7,-0.0829498243280536,0.306422607008022,0.491594117909644,MA0772.1,IRF7,-0.326168638457031,3.6570877426481e-05,0.000498060521141598,FALSE,0.0270556312613311,"",DOWN
SOX17,0.113543578930684,0.160886169473131,0.318358308824817,MA0078.1,SOX17,-0.238142076604902,0.00293851934253685,0.0202510007702539,FALSE,0.0270395036717056,"",DOWN
CLOCK,0.133808311542402,0.0980387005680353,0.232180541662712,MA0819.1,CLOCK,0.200674833419217,0.0125794462679554,0.0589790431579546,FALSE,0.0268519606288783,"",DOWN
ESX1,-0.130447008894367,0.106850196777931,0.241546202413141,MA0644.1,ESX1,0.20553630381999,0.0105512316052222,0.0529231423199398,FALSE,0.0268115960525215,"",DOWN
BARHL2,-0.21341580717722,0.00787151361809337,0.0328053025647914,MA0635.1,BARHL2,-0.124886292455424,0.122777532227339,0.285698623671495,FALSE,0.0266527089097447,"",DOWN
ATF7,-0.0812391051257897,0.31653988412864,0.500293969406706,MA0834.1,ATF7,0.32762480810685,3.35897593837564e-05,0.000480333559187716,FALSE,0.026615946227609,"",DOWN
MECOM,-0.0895700539970981,0.269289105250114,0.447415751707316,MA0029.1,MECOM,-0.295515757157341,0.000198570918225603,0.0022271091220597,FALSE,0.0264693623255764,"",DOWN
KLF6,-0.150356780101534,0.0627057642269324,0.167066071833184,MA1517.1,KLF6,0.174715528774601,0.0302199596067356,0.11080651855803,FALSE,0.026269664340286,"",DOWN
OVOL2,-0.228941458699714,0.00429049834241254,0.0200044485214984,MA1545.1,OVOL2,0.114449586183112,0.157550173301635,0.325338264001931,FALSE,0.0262022552083403,"",DOWN
TEAD2,0.527207638435344,2.15024178750802e-12,1.60408037348098e-10,MA1121.1,TEAD2,-0.0495682432257836,0.54153758350029,0.686828154683294,FALSE,0.0261327564524541,"",DOWN
DBP,0.144319466549717,0.0741435628056948,0.186861817071109,MA0639.1,DBP,0.179720461515329,0.0257279762294109,0.0985417624122925,FALSE,0.0259371611339612,"",DOWN
GABPA,-0.0819220998256439,0.31247488741826,0.497278655981268,MA0062.3,GABPA,-0.311922132771468,8.21546284923393e-05,0.000979009322867043,FALSE,0.025553316098732,"",DOWN
JUNB,-0.134197211058688,0.0970574450217636,0.2313254120966,MA1132.1,JUN::JUNB,-0.190234934558427,0.0181207437168587,0.0785232227730543,FALSE,0.0255289976636729,"",DOWN
SOX8,-0.33966884354474,1.63492876944003e-05,0.000234549396538896,MA0868.2,SOX8,-0.073809696480771,0.362963183733195,0.533714501530559,FALSE,0.0250708542460118,"",DOWN
