TF,R.acc,P.acc,FDR.acc,motif,TF.var,R.exp,P.exp,FDR.exp,pass,R.product,label,AF_signature
HOXB9,-0.15706452208082,0.0517351763195399,0.142942376053247,MA1503.1,HOXB9,-0.159461462212092,0.0482226488567004,0.152394227326147,FALSE,0.025045738352651,"",DOWN
TCF21,0.206893924031449,0.0100389316327343,0.0400483582781807,MA1568.1,TCF21(VAR.2),0.121027265250356,0.134869038066365,0.299011975868066,FALSE,0.0250398058224412,"",DOWN
TCF12,0.123345705778604,0.127500027071988,0.270213125555974,MA1648.1,TCF12(VAR.2),-0.202197270334317,0.0119103350424973,0.0566922356700875,FALSE,0.0249401650158935,"",DOWN
SOX18,-0.176640450836159,0.0284190350153575,0.0894540089512942,MA1563.1,SOX18,-0.139738898610958,0.0839027731925466,0.219143316283729,FALSE,0.0246835420499879,"",DOWN
STAT5A,-0.267853306707018,0.000783740030357997,0.00508408750127883,MA1624.1,STAT5A,0.0918329203077431,0.2573289007867,0.430773397750416,FALSE,0.0245977513689911,"",DOWN
ETV2,-0.254195260986423,0.00146666258985545,0.00822654354911405,MA0762.1,ETV2,-0.0960104305738297,0.236219402587918,0.408209964593018,FALSE,0.0244053964571335,"",DOWN
SOX12,-0.409797548318018,1.30832966582511e-07,3.81002191090734e-06,MA1561.1,SOX12,0.0589811612643939,0.467467045673524,0.630639505012396,FALSE,0.0241703352830982,"",DOWN
JUNB,-0.126953938558078,0.116653423497912,0.254454543653341,MA1134.1,FOS::JUNB,-0.190234934558427,0.0181207437168587,0.0785232227730543,FALSE,0.0241510741935304,"",DOWN
GLIS2,0.2236877139977,0.00529197518520049,0.0236396017255064,MA0736.1,GLIS2,-0.107602191910444,0.18408271880149,0.353610171601946,FALSE,0.0240692883295891,"",DOWN
SMAD4,0.129217418270443,0.110224515725402,0.245565594561724,MA1153.1,SMAD4,-0.186029688336355,0.0208903255748822,0.0878622516825929,FALSE,0.024038276048479,"",DOWN
NFIB,0.232514823767982,0.00371021357771048,0.0180903224115818,MA1643.1,NFIB,0.10242210818908,0.206231338846279,0.379306513890906,FALSE,0.0238146584355291,"",DOWN
RORA,0.0717389651591821,0.376618610581639,0.553065912389573,MA0072.1,RORA(VAR.2),0.330987826367546,2.75550229688564e-05,0.000404140336876561,FALSE,0.0237447241438948,"",DOWN
KLF12,-0.163241706673861,0.0430874327958575,0.126051862218469,MA0742.1,KLF12,0.145419803836095,0.0719416097328179,0.195282879629153,FALSE,0.0237385769623824,"",DOWN
MYB,0.199908020953862,0.0129287711646706,0.0476785693796646,MA0100.3,MYB,0.11626006938297,0.151039689213992,0.317627581729425,FALSE,0.0232413203863083,"",DOWN
ZNF652,0.105656430153796,0.192188309264184,0.365431677656683,MA1657.1,ZNF652,-0.21935637759608,0.00626965549851307,0.035159244560289,FALSE,0.0231764117882699,"",DOWN
HESX1,-0.215148465410218,0.00737046456368097,0.0314192375114629,MA0894.1,HESX1,-0.107417373755257,0.184841680610108,0.353610171601946,FALSE,0.0231106831218394,"",DOWN
NFKB1,0.190424633639049,0.0180036932697512,0.0633526187699736,MA0105.4,NFKB1,-0.121341738875148,0.133850818131459,0.299011975868066,FALSE,0.0231064561704252,"",DOWN
JUNB,-0.120772240672066,0.135699114298372,0.280419776361732,MA1135.1,FOSB::JUNB,-0.190234934558427,0.0181207437168587,0.0785232227730543,FALSE,0.022975099300725,"",DOWN
NFE2,-0.141267972942495,0.0805365361289354,0.199602179243142,MA0841.1,NFE2,0.162304293885817,0.04431613935149,0.144027452892342,FALSE,0.0229283985971123,"",DOWN
RREB1,0.136322714083147,0.0918311018138851,0.220987103074704,MA0073.1,RREB1,0.167419247906399,0.037952950271873,0.134006713305626,FALSE,0.0228230462643596,"",DOWN
MAFB,0.0868615429238976,0.284094265616041,0.466815687554112,MA0117.2,MAFB,-0.2623220162053,0.00101419982212202,0.00906441091021554,FALSE,0.0227856950705,"",DOWN
BHLHA15,0.317676350768644,5.95367111277795e-05,0.000643686760888747,MA1472.1,BHLHA15(VAR.2),-0.071180510344384,0.380354380308771,0.555664009527418,FALSE,0.0226123647720536,"",DOWN
CUX2,-0.232244259660588,0.00375154171980648,0.018173052746595,MA0755.1,CUX2,0.0970521348317214,0.23115003134954,0.405159538166409,FALSE,0.0225398012024727,"",DOWN
E2F1,-0.160107579309759,0.0473105096678461,0.135224675142579,MA0024.3,E2F1,-0.140294368222653,0.0826671032276137,0.218505564914,FALSE,0.022462191686921,"",DOWN
MEF2C,0.0768160091674276,0.34369227424825,0.526441525452348,MA0497.1,MEF2C,-0.29125626604075,0.00024760312225635,0.0026722450175591,FALSE,0.022373144002257,"",DOWN
NRL,0.105016699801423,0.194909206441301,0.366252564244862,MA0842.2,NRL,0.210654858829831,0.00873248144887633,0.0449998143131285,FALSE,0.0221222780714434,"",DOWN
VSX1,0.20248566932678,0.0117871648594359,0.0455607512183376,MA0725.1,VSX1,0.109221783038051,0.177529328527281,0.346576027022542,FALSE,0.0221158458435241,"",DOWN
CENPB,-0.286041175605134,0.000322905941646132,0.00256263651561718,MA0637.1,CENPB,-0.0769608399034777,0.342780523318422,0.517336304322263,FALSE,0.0220139691215492,"",DOWN
TP53,0.209520090258852,0.00910984386422742,0.036934475666922,MA0106.3,TP53,-0.105065766503811,0.194699530937762,0.365141415398033,FALSE,0.022013388880994,"",DOWN
ELK3,-0.349425184301025,8.9228301436331e-06,0.000147920695270007,MA0759.1,ELK3,-0.0625263885204174,0.441083722903793,0.602463303676907,FALSE,0.0218482948324243,"",DOWN
ZNF341,-0.14596349295272,0.0708733423787898,0.182946413199229,MA1655.1,ZNF341,0.149537020850529,0.0641683675028569,0.183871547274924,FALSE,0.0218269458890869,"",DOWN
STAT4,-0.145153445664188,0.0724697091582635,0.185145215863235,MA0518.1,STAT4,0.149685022040858,0.0639022621940721,0.183871547274924,FALSE,0.0217272967135505,"",DOWN
BARX2,-0.184676629251067,0.0218558687895851,0.0724643471868022,MA1471.1,BARX2,0.117166648722966,0.147856893503261,0.314402018899129,FALSE,0.0216379417468012,"",DOWN
ATOH7,0.263044384988635,0.000980929150400336,0.00604771195205496,MA1468.1,ATOH7,-0.081608701627491,0.314335901007699,0.489416919124669,FALSE,0.0214667107293244,"",DOWN
TBX5,0.0338526470288491,0.676826825963506,0.79388806944776,MA0807.1,TBX5,0.631834267774846,1.54251608769623e-18,4.41159601081122e-16,FALSE,0.0213892624477132,"",DOWN
HEY2,0.0903773101171965,0.264979806678328,0.443247856591778,MA0649.1,HEY2,-0.231775239273437,0.00382416616363499,0.0240707934952876,FALSE,0.0209472226773029,"",DOWN
POU4F3,-0.103913280608343,0.199667808741345,0.369608400300356,MA0791.1,POU4F3,0.200081020268615,0.0128492268357847,0.0597541280493403,FALSE,0.0207910752035763,"",DOWN
BHLHE23,0.132643778915196,0.101023983705789,0.233827746018428,MA0817.1,BHLHE23,0.15651821624971,0.0525647250068849,0.162524447048314,FALSE,0.0207611676724273,"",DOWN
NR1D2,0.332354466225657,2.54074880773008e-05,0.0003267928638908,MA1532.1,NR1D2,0.0620979451378257,0.444226571961607,0.604994283719142,FALSE,0.0206385294099922,"",DOWN
HES5,0.0888939081467312,0.27293496464856,0.452465519172946,MA0821.1,HES5,0.231955544156984,0.0037960989203247,0.0240707934952876,FALSE,0.020619434836416,"",DOWN
NR2F1,0.0519026836942739,0.522641590884774,0.689748065182412,MA1537.1,NR2F1(VAR.2),0.3935582198635,4.43145267813361e-07,9.38811456256453e-06,FALSE,0.0204267278008567,"",DOWN
CEBPB,0.100477780339679,0.215020566272642,0.385589765479304,MA0466.2,CEBPB,-0.202377759855694,0.0118331195349839,0.0566922356700875,FALSE,0.0203344681004168,"",DOWN
SP1,-0.200043338967377,0.012866515917444,0.0476785693796646,MA0079.4,SP1,0.100819323509862,0.213457594297895,0.390088638780818,FALSE,0.020168234107345,"",DOWN
ZKSCAN1,-0.0809347887915697,0.318362105548194,0.501743952847384,MA1585.1,ZKSCAN1,-0.249164500139489,0.00183225198661833,0.0143568237855574,FALSE,0.0201660761931466,"",DOWN
HMBOX1,0.0767241743255016,0.344271194488432,0.526441525452348,MA0895.1,HMBOX1,0.261244263312029,0.00106576437036504,0.00937872645921238,FALSE,0.0200437503998894,"",DOWN
GATA2,0.122865457843554,0.129000422479322,0.271546594574841,MA0036.3,GATA2,-0.163051219264315,0.0433347781037786,0.142943064868116,FALSE,0.0200333627068597,"",DOWN
BHLHA15,0.279553931927844,0.000446122976235235,0.00339599734970903,MA0607.1,BHLHA15,-0.071180510344384,0.380354380308771,0.555664009527418,FALSE,0.0198987915434031,"",DOWN
PPARD,0.09105929461922,0.261376085982019,0.442146394881147,MA1550.1,PPARD,0.216925732853256,0.00688614533960556,0.0375130965167084,FALSE,0.0197531042183749,"",DOWN
HOXC4,0.134913849377405,0.095269630938733,0.22779213038556,MA1504.1,HOXC4,0.145886093946527,0.0710246289157671,0.194383194927363,FALSE,0.0196820545049598,"",DOWN
REST,0.205021922208833,0.0107512668240634,0.0426619417593153,MA0138.2,REST,0.0953785169882097,0.239332228704611,0.410524668664049,FALSE,0.0195546868903506,"",DOWN
ARNT,0.258891682180124,0.00118676397419846,0.00713972519961333,MA0259.1,ARNT::HIF1A,0.0742509960495879,0.360093203248037,0.533609617248387,FALSE,0.0192229652708275,"",DOWN
SIX3,0.212223660407138,0.00823357782332121,0.033748621187899,MA0631.1,SIX3,-0.0903065140552589,0.265355837583019,0.437416539185841,FALSE,0.0191651789714157,"",DOWN
LHX4,0.104407189129728,0.197527495188037,0.36931205867237,MA0704.1,LHX4,-0.183340108116276,0.0228471118467607,0.0913884473870429,FALSE,0.0191420253431607,"",DOWN
NFIL3,0.191882596070477,0.0171257667559882,0.0608372476188913,MA0025.2,NFIL3,-0.0996824419069091,0.218691804973483,0.391951130640975,FALSE,0.0191273257357422,"",DOWN
HNF1B,-0.184970555975506,0.0216429152730823,0.0720786374719615,MA0153.2,HNF1B,0.103024143789184,0.203562993136999,0.376822110273022,FALSE,0.0190564331555857,"",DOWN
GMEB2,-0.0928704649549397,0.25196893812712,0.433024210484309,MA0862.1,GMEB2,-0.204675454531118,0.0108878772406801,0.0536884981178366,FALSE,0.0190083046271685,"",DOWN
JUNB,-0.0996462852780926,0.218859754919293,0.389664384653442,MA1138.1,FOSL2::JUNB,-0.190234934558427,0.0181207437168587,0.0785232227730543,FALSE,0.0189562045588683,"",DOWN
EN2,-0.126964451881637,0.116622902927875,0.254454543653341,MA0642.1,EN2,0.147418545259188,0.0680776203989027,0.188647253470334,FALSE,0.0187169147960212,"",DOWN
EGR1,-0.154013235926133,0.056510647675306,0.152742547702095,MA0162.4,EGR1,-0.120060768568282,0.138035528173241,0.301506782004397,FALSE,0.0184909474749797,"",DOWN
FOXF1,-0.103476655446357,0.20157381324986,0.370383742841009,MA1606.1,FOXF1,-0.178237684298028,0.0269949620386665,0.102259061497465,FALSE,0.0184434394456637,"",DOWN
BATF3,-0.122561781530799,0.129956156760943,0.272323856583323,MA0835.2,BATF3,-0.148937758643425,0.0652551120573594,0.183871547274924,FALSE,0.0182540770365422,"",DOWN
RBPJL,-0.0461979909029885,0.569400257433154,0.723633035852016,MA1621.1,RBPJL,0.39431880089779,4.19136789674375e-07,9.38811456256453e-06,FALSE,0.0182167363767534,"",DOWN
RELB,0.102597028778512,0.205453475832434,0.374739102618571,MA1117.1,RELB,-0.177431608823542,0.0277058358088385,0.103920254267858,FALSE,0.0182039558766866,"",DOWN
ZBTB6,0.255879402157672,0.00136001791812281,0.00786490982108232,MA1581.1,ZBTB6,-0.0707840279680988,0.383020272711531,0.555664009527418,FALSE,0.018112174758789,"",DOWN
CEBPA,0.0684571603983482,0.398893069619702,0.580066725022023,MA0102.4,CEBPA,0.26315846885546,0.000975767153108683,0.00885934621552646,FALSE,0.0180150815126219,"",DOWN
GATA1,0.139542649287965,0.0843428625591689,0.206972945622171,MA0140.2,GATA1::TAL1,-0.128167199912028,0.113172093039228,0.275465690291228,FALSE,0.0178847906275446,"",DOWN
HES6,0.119672449567085,0.139323618092809,0.284581562133478,MA1493.1,HES6,-0.149023445372728,0.065098807053793,0.183871547274924,FALSE,0.017834000750681,"",DOWN
CDX2,-0.158386428186112,0.0497726937431728,0.138546378852265,MA0465.2,CDX2,-0.11252662734626,0.164693297353742,0.330542337145054,FALSE,0.0178226905812038,"",DOWN
ALX3,0.158855450001444,0.0490914182265689,0.137161790251013,MA0634.1,ALX3,0.112099702355489,0.16631142888675,0.3326228577735,FALSE,0.017807648662709,"",DOWN
POU6F1,-0.110869555855973,0.171040093004742,0.334897399951542,MA0628.1,POU6F1,-0.160063741085488,0.0473719395411023,0.150537496763947,FALSE,0.0177461958827936,"",DOWN
SNAI3,0.0446772006566546,0.582190991854123,0.734880676688961,MA1559.1,SNAI3,0.396967240895308,3.44864530957022e-07,8.57663094380072e-06,FALSE,0.0177353850755982,"",DOWN
BHLHE22,0.232648189731898,0.00368999334948302,0.0180903224115818,MA1635.1,BHLHE22(VAR.2),-0.075109541023404,0.354550231800947,0.52813211612016,FALSE,0.0174740987506887,"",DOWN
BHLHE40,0.0442608865425509,0.585715458677896,0.738080628671808,MA0464.2,BHLHE40,0.389869601667632,5.79439064842844e-07,1.14289360375899e-05,FALSE,0.0172559742058005,"",DOWN
HNF4A,0.0910963565859196,0.261181210077275,0.442146394881147,MA1494.1,HNF4A(VAR.2),0.188800325186346,0.0190275020171784,0.0818325650663611,FALSE,0.0171990217467129,"",DOWN
EMX2,0.0760637820064704,0.348452390846258,0.526800637823885,MA0886.1,EMX2,0.224938476184886,0.00503624942598652,0.0298888283524723,FALSE,0.0171096712173948,"",DOWN
VSX2,0.20248566932678,0.0117871648594359,0.0455607512183376,MA0726.1,VSX2,0.0840216094549841,0.300193331889435,0.474338634919219,FALSE,0.0170131718284058,"",DOWN
MAF,0.0903738741488664,0.264998048310902,0.443247856591778,MA1520.1,MAF,-0.188244742779881,0.0193890710756543,0.082765288472196,FALSE,0.0170124066931747,"",DOWN
JUND,-0.170840659420566,0.0341409365757829,0.103955668104221,MA0491.2,JUND,-0.0995679813032711,0.219223796457134,0.391951130640975,FALSE,0.0170102595830255,"",DOWN
RFX3,0.0464208902100908,0.56753676237734,0.723633035852016,MA0798.2,RFX3,0.35401674340704,6.662963551944e-06,0.000114523530074636,FALSE,0.0164337723782321,"",DOWN
ETS2,-0.314623121688433,7.06877352855744e-05,0.000722370555110116,MA1484.1,ETS2,-0.0514419912381035,0.52634390735489,0.680844864630994,FALSE,0.0161848398692011,"",DOWN
POU5F1B,0.151570290820656,0.0605908426798354,0.162592692946609,MA0792.1,POU5F1B,0.106572572561487,0.188340084160476,0.357908731361436,FALSE,0.0161532358166501,"",DOWN
KLF2,-0.101424263463253,0.210709218863525,0.382455175844744,MA1515.1,KLF2,-0.158045099701894,0.050273408639887,0.156935794795664,FALSE,0.016029607831241,"",DOWN
ZEB1,0.145238155140678,0.0723014188354338,0.185145215863235,MA0103.3,ZEB1,0.109876066261691,0.174931244150881,0.344829110637872,FALSE,0.0159581971579629,"",DOWN
DUXA,-0.144419682471498,0.0739407835647309,0.186861817071109,MA0884.1,DUXA,0.1094322227561,0.176690611135291,0.346119964278721,FALSE,0.0158041668625862,"",DOWN
SPZ1,0.197509867983073,0.0140766872116832,0.05073047661795,MA0111.1,SPZ1,-0.0796523607388725,0.326115759469283,0.496779390781335,FALSE,0.0157321272540748,"",DOWN
FOXO3,-0.0407816763800482,0.615545823274587,0.759326757690207,MA0157.2,FOXO3,-0.382725073073369,9.65144325791116e-07,1.84020851450839e-05,FALSE,0.0156081700726084,"",DOWN
RAX2,0.132319214688938,0.101868656107224,0.233827746018428,MA0717.1,RAX2,-0.117891206159799,0.145349827213211,0.311386146688976,FALSE,0.0155992718177963,"",DOWN
LIN54,-0.101870003152569,0.208700407465017,0.379732936509519,MA0619.1,LIN54,0.152121783058015,0.0596492270064779,0.174971065885668,FALSE,0.0154966465196943,"",DOWN
TCF7L2,-0.176300971900971,0.0287298302045517,0.0900523249268722,MA0523.1,TCF7L2,0.0869899944646842,0.283380041122247,0.458087174235194,FALSE,0.0153364205697839,"",DOWN
KLF3,-0.229577222809341,0.00418164645712223,0.0196195487862464,MA1516.1,KLF3,0.066754777422605,0.41075043316632,0.577038065186682,FALSE,0.0153253764099373,"",DOWN
HLF,0.221756641420154,0.00570963501943129,0.0252034776597381,MA0043.3,HLF,0.0690450576553524,0.394846148535522,0.566045105168718,FALSE,0.0153112000923118,"",DOWN
MEIS2,0.0458880289414214,0.571996414751732,0.725696131640803,MA1640.1,MEIS2(VAR.2),-0.33314770455729,2.42343374150427e-05,0.000365070716923387,FALSE,0.015287491508493,"",DOWN
MSGN1,0.497659663330042,5.15746347050539e-11,3.20622312416418e-09,MA1524.1,MSGN1,-0.0307047137162686,0.705415587103359,0.805942165154312,FALSE,0.0152804974906836,"",DOWN
SP3,-0.148042440416215,0.06690670114792,0.1745188778194,MA0746.2,SP3,0.102834116942938,0.204402529854735,0.377155635731963,FALSE,0.0152238136302791,"",DOWN
ZNF75D,0.0464779952947883,0.567059814978059,0.723633035852016,MA1601.1,ZNF75D,0.326366289886598,3.6152134745846e-05,0.000498060521141598,FALSE,0.0151688508857268,"",DOWN
FOXK1,-0.0689239194222685,0.395678013429204,0.578248134292383,MA0852.2,FOXK1,-0.217886938164176,0.0066361845937532,0.0368533746371537,FALSE,0.0150176217691925,"",DOWN
ZBTB33,-0.365577534670133,3.12932660414334e-06,5.83619411672733e-05,MA0527.1,ZBTB33,-0.0410341880361509,0.613358690478421,0.742655940040366,FALSE,0.0150011772994467,"",DOWN
ATF6,-0.0672877945686728,0.407015783396386,0.587299370239273,MA1466.1,ATF6,-0.222112875125647,0.00563044189488474,0.0325314420593341,FALSE,0.0149454855125118,"",DOWN
NR2C1,0.238089435950479,0.00294500922902382,0.0148785195988434,MA1535.1,NR2C1,-0.0624948145513273,0.441314902518573,0.602463303676907,FALSE,0.0148793551463553,"",DOWN
JUNB,-0.0777206974061535,0.338022117339068,0.521001032096994,MA1137.1,FOSL1::JUNB,-0.190234934558427,0.0181207437168587,0.0785232227730543,FALSE,0.0147851917848949,"",DOWN
ZNF528,0.183109504944162,0.0230219953548058,0.0756581873774674,MA1597.1,ZNF528,0.0801328329936949,0.32319666927961,0.496779390781335,FALSE,0.0146730833792487,"",DOWN
HOXB7,0.12940092913352,0.109715687333709,0.245565594561724,MA1501.1,HOXB7,0.113281332129356,0.161861575677166,0.326495297739444,FALSE,0.0146587096310215,"",DOWN
EGR4,-0.140583565557576,0.0820295743749929,0.201960602256583,MA0733.1,EGR4,0.103673196827659,0.200714229611186,0.372754997849345,FALSE,0.0145747476627847,"",DOWN
MEIS2,0.0433838577787287,0.59317218696811,0.746216612948077,MA0774.1,MEIS2,-0.33314770455729,2.42343374150427e-05,0.000365070716923387,FALSE,0.0144532326338234,"",DOWN
NKX2-2,0.295226169066996,0.000201594582454703,0.00181192239170131,MA1645.1,NKX2-2,-0.0482570451503152,0.552297093588007,0.695845677384009,FALSE,0.0142467425702206,"",DOWN
RXRG,0.320920475712181,4.95082835404813e-05,0.00055124148539103,MA1149.1,RARA::RXRG,0.0441003907951269,0.587076810932969,0.720617888097979,FALSE,0.0141527183930652,"",DOWN
SIX2,0.187262941737079,0.0200425645049438,0.0689020881137698,MA1119.1,SIX2,0.0751244151091602,0.354454673725055,0.52813211612016,FALSE,0.0140680189696188,"",DOWN
MLX,0.065871552708518,0.416983022619,0.598210259372642,MA0663.1,MLX,-0.210062567917678,0.00892768359894085,0.0455949555231622,FALSE,0.013837147514676,"",DOWN
FOXA2,-0.110559127599829,0.172248975603287,0.33550322663199,MA0047.3,FOXA2,0.124584651061237,0.123691367375326,0.286443166553387,FALSE,0.0137739703336595,"",DOWN
LHX9,0.109901907258274,0.174829212348047,0.338759980289982,MA0701.2,LHX9,0.125134322027785,0.122030035757209,0.285698623671495,FALSE,0.0137525006543246,"",DOWN
RELA,0.0836031311305312,0.302615532430119,0.488638933317897,MA0107.1,RELA,-0.164475898170331,0.041513315697358,0.142189320831669,FALSE,0.013750700082546,"",DOWN
TCF7L1,-0.137845022797006,0.0882274442197925,0.21399916783368,MA1421.1,TCF7L1,0.0993604742884357,0.220190594714979,0.391951130640975,FALSE,0.0136963468434107,"",DOWN
BARHL1,-0.167221755438248,0.0381835173670241,0.114397204641767,MA0877.2,BARHL1,-0.0815190443793423,0.314869626289997,0.489416919124669,FALSE,0.0136317577027621,"",DOWN
LHX6,0.074048192765015,0.361410373067639,0.539883558066427,MA0658.1,LHX6,0.183992734235408,0.0223583569341499,0.0900632406079842,FALSE,0.0136243294520256,"",DOWN
RUNX3,0.0765877726794739,0.345132197221051,0.526441525452348,MA0684.2,RUNX3,-0.177329683724705,0.0277968512289899,0.103920254267858,FALSE,0.0135812855064307,"",DOWN
SMAD3,0.326739904919727,3.53728811667681e-05,0.000425615634684016,MA0513.1,SMAD2::SMAD3::SMAD4,-0.0411127016455509,0.612679336582187,0.742655940040366,FALSE,0.0134331602266604,"",DOWN
POU6F1,0.0838393508935356,0.301246687847471,0.488623066115749,MA1549.1,POU6F1(VAR.2),-0.160063741085488,0.0473719395411023,0.150537496763947,FALSE,0.0134196401541983,"",DOWN
NEUROD2,0.0938080134360639,0.247192285416555,0.426864455835069,MA0668.1,NEUROD2,0.142864751172933,0.0771380590200591,0.206182101679784,FALSE,0.0134018584975704,"",DOWN
JUND,0.133345918779399,0.0992155839355959,0.233041430334976,MA0492.1,JUND(VAR.2),-0.0995679813032711,0.219223796457134,0.391951130640975,FALSE,0.0132769839478947,"",DOWN
PPARG,0.386915945585013,7.16553741090167e-07,1.72435190597827e-05,MA0065.2,PPARG::RXRA,0.0337687666907809,0.67758287712437,0.786224854065289,FALSE,0.0130656742954032,"",DOWN
