feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out,TF.name,auc_TF_expr,combined_auc
MA0715.1,FB,0.544254533636843,0.688383326099508,17252465,0.673104068479041,3.16215369103044e-169,8.73691353151372e-169,100,100,PROP1,0.500179468772434,0.336672835400411
MA0770.1,FB,1.2853459861819,1.51552022661395,20281841,0.791295023252911,0,0,100,100,HSF2,0.425449627797372,0.336656173120864
MA0652.1,Endocardial,1.48365739853139,1.27744187801974,6792606,0.675288284197039,2.9473954416975e-69,1.27834709273624e-68,100,100,IRF8,0.498528456209195,0.336650425816906
MA0847.2,SMC,0.994367003029244,0.89407197563573,1805958,0.670773111846775,7.59224705929536e-19,1.95304010559805e-17,100,100,FOXD2,0.501843926112215,0.336623411979693
MA0747.1,Neuron,0.591811007941465,0.50890241783463,1061256,0.673193994858064,5.9726696227671e-12,5.86264676129508e-11,100,100,SP8,0.5,0.336596997429032
MA1608.1,FB,0.489907158997826,0.652310536031053,17260669.5,0.673424166640657,7.60578218749924e-170,2.11713190741583e-169,100,100,Isl1,0.499728260869565,0.336529087622872
MA0848.1,FB,0.653406032193123,0.786363159624046,17508199.5,0.683081537345111,4.72653007852875e-189,1.47531022534831e-188,100,100,FOXO4,0.492547013015388,0.336449770865293
MA0470.2,Lymphoid,0.86841755588139,0.819547267480919,1683020,0.707041936372863,5.15203154262484e-24,2.65063140055044e-23,100,100,E2F4,0.47573568456642,0.336365079617511
MA0606.1,Mesothelial,1.22065942841374,1.19103291323656,8418403,0.672424333918022,5.05855543396796e-83,1.07512317770373e-82,100,100,NFAT5,0.500137665462144,0.336304736565697
MA0758.1,Endocardial,0.833459278108614,0.771502743673754,6551944,0.651362823328055,4.1850377300423e-52,1.3814328082352e-51,100,100,E2F7,0.516246034327671,0.336263474451584
MA0652.1,Mesothelial,1.44836380952851,1.26763362575385,8548713,0.682832913188088,4.12360281015841e-93,9.46525445039438e-93,100,100,IRF8,0.492440660474716,0.336254690764216
MA0152.1,Adipo,1.59251474931629,1.4317990724103,957091,0.66665343238151,2.6507825129831e-10,1.53293314316697e-09,100,100,NFATC2,0.50429557034545,0.336190372905585
MA1525.1,SMC,0.82664515870443,0.687323734997135,1631419,0.605945431375455,3.79241873314149e-08,3.14349374991506e-07,100,100,NFATC4,0.554612080956695,0.336064656641343
MA0660.1,PC,0.336848371135696,0.917324231627067,5357271,0.679028362988147,5.35500007477379e-57,4.8130482599774e-56,100,100,MEF2B,0.494863563016336,0.336026395097464
MA0700.2,FB,0.522829556602743,0.685772297612294,17231196,0.672274259496239,1.25581484132907e-167,3.44425688099811e-167,100,100,LHX2,0.499808670682606,0.336008503972948
MA1525.1,Mesothelial,0.98358369392989,0.919845838926471,8094626,0.646562477035787,1.68102492272374e-60,3.02909321824133e-60,100,100,NFATC4,0.519680569800024,0.336005956477273
MA0478.1,FB,1.58725131507314,1.98651300537574,18865429,0.736033779144168,0,0,100,100,FOSL2,0.456305849901682,0.335856519148727
MA1154.1,Adipo,0.458402080733613,0.416160513116378,863382,0.601381241445602,0.000121330712802436,0.000297739183390189,100,100,ZNF282,0.557821636663149,0.335463468361702
MA1606.1,PC,0.776040411046761,0.757300475752538,5272347,0.668264336919948,1.46838393975562e-50,9.86859836988911e-50,100,100,Foxf1,0.501979564777132,0.335455041003154
MA0731.1,FB,0.750077508498421,0.881561307764778,17810880.5,0.694890621586192,5.9949742378722e-214,2.08011664253612e-213,100,100,BCL6B,0.482645876900028,0.335386093405073
MA0146.2,FB,0.551086803319409,0.6584272594088,19120375,0.745980484721745,0,0,100,100,Zfx,0.449358223571273,0.3352124654334
MA0702.2,Mesothelial,0.604029024400192,0.664437801607541,8410990.5,0.671832256611297,1.82066486583936e-82,3.85856815317092e-82,100,100,LMX1A,0.498844201196855,0.335139625387543
MA0753.2,Mesothelial,0.526924689032476,0.5099027364667,8198482,0.654858029247221,2.49350217335656e-67,4.73321277690583e-67,100,100,ZNF740,0.511381543003384,0.334882309444599
MA1644.1,Mesothelial,0.757495803797399,0.798635109163717,8757526,0.699511960560662,1.66725086443377e-110,4.30369946320967e-110,100,100,NFYC,0.478629583656829,0.334807118446122
MA0848.1,Endocardial,0.568729259246611,0.56143755804336,6412199.5,0.637470095907832,2.73713046698693e-43,7.70528048442358e-43,100,100,FOXO4,0.525173320459728,0.334782286961697
MA0079.4,Lymphoid,1.02281992752762,0.886365654117022,1779846,0.747718840112117,1.15711428661704e-33,1.10667597155938e-32,100,100,SP1,0.447627425675358,0.334699459528351
MA0804.1,CM,0.517899416475019,0.782381383535933,19124459,0.701843005627417,1.13250737311587e-243,2.34030609513695e-243,100,100,TBX19,0.476880637403775,0.334695339880984
MA0800.1,Lymphoid,0.390074345916668,0.569236970977947,1498802,0.629651381635109,2.46783728427859e-10,5.54520064479466e-10,100,100,EOMES,0.531502902072285,0.334661536632884
MA0047.3,FB,0.623646171755015,0.72983636601826,17154153,0.66926843066263,6.70878724473026e-162,1.79381909841175e-161,100,100,FOXA2,0.499962155497987,0.334608887200843
MA1627.1,FB,0.650332484737762,0.74034539344788,18433049.5,0.719164514341896,5.32654146491879e-270,2.23235951282552e-269,100,100,Wt1,0.465178142264116,0.334539612763838
MA0680.1,Mesothelial,0.569215591438191,0.613958679562588,8330364.5,0.66539221277561,1.53871683412226e-76,3.12774593530029e-76,100,100,PAX7,0.502582016185976,0.334414159851214
MA1550.1,PC,1.11863483087531,1.16677749200018,6208284,0.786893349521707,2.14575622151761e-143,8.0036707062607e-142,100,100,PPARD,0.424898724436801,0.334349980479575
MA0130.1,FB,0.427240216336013,0.627072840959118,17140687,0.668743055338806,6.56815212244449e-161,1.74371583037139e-160,100,100,ZNF354C,0.499831669995943,0.334258958148184
MA0677.1,CM,0.370975589634083,0.489913527332567,16957074.5,0.62230278690383,9.8370462191745e-91,1.51307968649571e-90,100,100,Nr2f6,0.536867140351617,0.334093917637901
MA0040.1,Adipo,0.803322601333761,0.739115886114034,958868,0.667891186314356,1.95466669246239e-10,1.14817429336767e-09,100,100,Foxq1,0.499873577749684,0.333861156850438
MA0036.3,CM,0.719352055530377,1.19384326602355,19689016,0.722561520160456,8.44608300525751e-296,1.9093266430067e-295,100,100,GATA2,0.461810164684367,0.333686254619887
MA0481.3,Adipo,0.811308197796065,0.763909720849681,980388,0.682880755608028,4.11640588406205e-12,3.16581318506215e-11,100,100,FOXP1,0.4884785099588,0.333572573978949
MA0856.1,Adipo,0.829030457622245,0.795451131851286,973140,0.677832224091275,1.5650870404312e-11,1.08106938163118e-10,100,100,RXRG,0.492079280333504,0.333547193017693
MA0664.1,Lymphoid,0.741363740822684,0.733414706145129,1626299,0.683213267864465,3.76590397396179e-19,1.53517178392104e-18,100,100,MLXIPL,0.488177038172249,0.333529029546058
MA0685.1,Neuron,0.80946776287343,0.681406600144495,1109602,0.703861653627869,5.55931162345067e-16,9.6447592351028e-15,100,100,SP4,0.473702606300616,0.333421099798583
MA1117.1,Adipo,0.637979220187217,0.590129495472393,903490,0.629318120870816,9.46107997381125e-07,3.23759892681798e-06,100,100,RELB,0.529802565361696,0.33341435486596
MA1495.1,Mesothelial,0.638431248311559,0.674971592805331,8349168,0.666894152153284,6.68368710976923e-78,1.38117190689414e-77,100,100,HOXA1,0.49969319812005,0.333242471697034
MA1123.2,PC,0.871456241131472,0.799194716196997,5333922,0.676068902238931,3.45380159050919e-55,2.74099573034028e-54,100,100,TWIST1,0.492692480607097,0.333094064505416
MA1588.1,FB,0.5492106182357,0.727793292971307,17503574,0.682901073691439,1.10399376388772e-188,3.40322044570348e-188,100,100,ZNF136,0.487720200380786,0.333064648501042
MA0910.2,Adipo,0.675046704851713,0.653028404816836,924001,0.643604879968516,5.20533826501409e-08,2.14540461088426e-07,100,100,HOXD8,0.517466121971351,0.333043721319145
MA1596.1,Adipo,0.486967267238505,0.40743648455718,922155,0.64231906468431,6.8369656805865e-08,2.7870909277145e-07,100,100,ZNF460,0.518397745992275,0.332976755340213
MA1524.1,Adipo,0.628802775570939,0.669922779427894,956366,0.66614843992157,2.99973722930225e-10,1.71787568062633e-09,100,100,MSGN1,0.499831436999579,0.332961931981026
MA0846.1,Adipo,0.925321873267009,0.804460182774537,930709,0.64827727917028,1.89543555580965e-08,8.2689761674503e-08,100,100,FOXC2,0.513590217773645,0.33294886898677
MA1478.1,Mesothelial,0.555781466527058,0.624529500940123,8312035,0.663928134395358,3.1855178425799e-75,6.4400984026141e-75,100,100,DMRTA2,0.501406607942183,0.332897953784558
MA0907.1,Adipo,0.709407156057722,0.699652547396981,955979,0.66587887842916,3.20397443777906e-10,1.79711648916029e-09,100,100,HOXC13,0.499873577749684,0.332855257308331
MA0904.2,Mesothelial,0.638431248311559,0.674971592805331,8349168,0.666894152153284,6.68368710976923e-78,1.38117190689414e-77,100,100,HOXB5,0.499076638965836,0.332831292002632
MA0024.3,Mesothelial,0.661925423534242,0.646115318285077,8256338,0.659479307447274,2.69608421842703e-71,5.26512781923185e-71,100,100,E2F1,0.504583976331285,0.332762691259948
MA0773.1,PC,0.534852244202269,1.06188404576969,5421247,0.687137252486275,4.1428438258127e-62,4.54494337361217e-61,100,100,MEF2D,0.48425157228878,0.332747294894671
MA0148.4,Endocardial,0.698472489117051,0.711665988084073,6694722,0.665557126757561,5.58062032445715e-62,2.21443763938566e-61,100,100,FOXA1,0.49981946199675,0.332658405024067
MA0913.2,Mesothelial,0.604354170330169,0.645561811235317,8336203,0.665858566010729,5.82804754762102e-77,1.1911571152124e-76,100,100,HOXD9,0.499307479224377,0.332468162114775
MA0763.1,EC,0.909106267053765,0.813582571773978,9838298,0.680350814712365,2.08037444720674e-104,3.10391867523246e-103,100,100,ETV3,0.488362086700955,0.332257543561626
MA0780.1,Mesothelial,0.61059783405837,0.647016682615472,8369027,0.668480400144415,2.36111945732322e-79,4.9338798744065e-79,100,100,PAX3,0.496712483266078,0.332042559570434
MA1603.1,Adipo,0.583694289854898,0.587918421476535,943123,0.656924143167104,2.69633072917165e-09,1.32333073944872e-08,100,100,Dmrt1,0.505399240073415,0.332008962742534
MA0762.1,PC,1.53237964506697,1.1708565519652,5254192,0.665963210109292,3.10329673720585e-49,1.9619147169115e-48,100,100,ETV2,0.498493842473642,0.331978559553462
MA1596.1,Myeloid,0.546268369105604,0.519634232616436,9600441,0.684164144818069,1.2693699888037e-105,8.93349067592039e-105,100,100,ZNF460,0.485110742202045,0.331895376080721
MA1509.1,Mesothelial,0.736462477447376,0.744007199728554,8497861,0.678771083144028,4.19065636849535e-89,9.24920015058442e-89,100,100,IRF6,0.488882325783499,0.331839185802037
MA1530.1,FB,0.521296413089223,0.638262573991729,17023032.5,0.664152770841787,2.20571400159489e-152,5.71341196246454e-152,100,100,NKX6-3,0.499565217391304,0.331787623346614
MA1649.1,Adipo,0.694396618858162,0.671861551109143,945872,0.658838935266932,1.72611933892699e-09,8.81976045780501e-09,100,100,ZBTB12,0.503410614593237,0.33166651332068
MA0599.1,FB,0.692294617377693,0.70371474432769,17068800.5,0.6659384070976,1.13430523943348e-155,2.96909371444693e-155,100,100,KLF5,0.497998337963107,0.331636219920404
MA0742.1,Mesothelial,1.44378751465793,1.43745357385587,10195528,0.814373120928345,2.43347468245755e-271,1.51281009426111e-270,100,100,Klf12,0.407173141376479,0.331590861900962
MA1506.1,Mesothelial,0.56411020761776,0.633969255296384,8291342,0.662275270218891,9.43878145474996e-74,1.88270881423622e-73,100,100,HOXD10,0.500604138510545,0.331537741104766
MA0670.1,CM,0.654683240678822,1.10086405854305,19762452,0.72525652674659,5.92372463535724e-303,1.38096830561766e-302,100,100,NFIA,0.457002890353828,0.33144432897117
MA1593.1,FB,0.494524555305439,0.769733782090898,17528695.5,0.683881187771154,1.09058712571415e-190,3.49175105486162e-190,100,100,ZNF317,0.484408923499485,0.331278149969774
MA0847.2,Mesothelial,0.86508821210688,0.827522495803677,8299926,0.662960921699623,2.32381062080997e-74,4.67267580356938e-74,100,100,FOXD2,0.499584487534626,0.33120499232279
MA0039.4,FB,0.796016071550463,0.841766199032327,17658495,0.688945308842348,3.20739807948013e-201,1.05406121907144e-200,100,100,KLF4,0.480603405224882,0.331109461443341
MA0765.2,EC,1.57253092802069,1.41285294278158,10870378,0.751722556943424,1.71941990930989e-201,4.75069352720437e-200,100,100,ETV5,0.440425811470804,0.331078017142715
MA0152.1,FB,2.32564696862825,2.80169769291536,21607907,0.843031422641156,0,0,100,100,NFATC2,0.392685886731796,0.33104654174261
MA0877.2,Mesothelial,0.604249286810016,0.64308898514962,8290433.5,0.662202703307166,1.09443729025618e-73,2.17720058274963e-73,100,100,BARHL1,0.499907663896584,0.331040206436288
MA1647.1,Myeloid,1.04474423147749,0.9703126925101,9506588.5,0.677475856706977,3.14580181135113e-98,2.02307599247236e-97,100,100,PRDM4,0.488531405789402,0.330968232665439
MA0139.1,Neuron,0.799052620790232,0.742401625140413,1100430,0.698043514252602,3.61876304978531e-15,5.2933279120389e-14,100,100,CTCF,0.474007088082139,0.330877573545499
MA0905.1,Mesothelial,0.596744463813679,0.640024225797442,8286671,0.661902171655692,2.01872710971439e-73,4.00524048895462e-73,100,100,HOXC10,0.499861495844875,0.330859409626786
MA0703.2,Mesothelial,0.713814535930737,0.785720918348137,8659379,0.69167241770425,3.84978732528469e-102,9.50973955186218e-102,100,100,LMX1B,0.478184756874886,0.330747206896971
MA1625.1,Mesothelial,1.20969832817597,1.14081101126607,8589218,0.686068271206152,2.28816625283776e-96,5.40181020448407e-96,100,100,Stat5b,0.481967861284974,0.330662857368708
MA1154.1,FB,0.591509238450361,0.710126834838995,17456267,0.681055393426761,6.1686340097656e-185,1.89374525567289e-184,100,100,ZNF282,0.485205881893942,0.330452082786257
MA0479.1,Adipo,0.650913785751202,0.640657451434413,941901,0.656072969669108,3.28217559978995e-09,1.60032875649889e-08,100,100,FOXH1,0.503627238945018,0.330416218260912
MA0691.1,Adipo,0.482603872021669,0.521989087366501,871885,0.607303932324045,4.74275091094013e-05,0.000123709516767879,100,100,TFAP4,0.544060069723787,0.33040981976375
MA0103.3,Mesothelial,1.57259187154314,1.90267510720337,10249619.5,0.81869370772588,8.63685846085155e-279,5.50692001008141e-278,100,100,ZEB1,0.403580619961851,0.330408914122877
MA0823.1,CM,0.510924976773558,0.710824507762541,18570646,0.681518782051967,1.78948206103061e-197,3.39682854333038e-197,100,100,HEY1,0.484796366005499,0.330397828903287
MA0625.1,Mesothelial,1.07610998053319,1.00634850102998,8073851,0.644903063066517,3.52190602614428e-59,6.25557594167531e-59,100,100,NFATC3,0.512287970426887,0.330376081300429
MA0635.1,Mesothelial,0.538101810468118,0.612886149201485,8271674,0.66070427845246,2.29091420071098e-72,4.50929285944694e-72,100,100,BARHL2,0.499953831948292,0.330321635796938
MA0062.3,Lymphoid,2.65569981466703,2.06394710562039,1745591,0.73332820807539,4.68911702135939e-30,3.60626937931351e-29,100,100,GABPA,0.450370909035914,0.330269691692591
MA1564.1,Myeloid,0.581750170992165,0.519106566320742,9271994,0.660757755374807,6.15620563137536e-81,3.1892565284764e-80,100,100,SP9,0.499812576140943,0.330255035918989
MA1530.1,Mesothelial,0.594701040040775,0.623438923302421,8274592.5,0.660937395163377,1.4299588982198e-72,2.82208819595759e-72,100,100,NKX6-3,0.499630655586334,0.330224584047002
MA0502.2,Adipo,0.515904598974233,0.462467570471648,902521,0.628643172327806,1.07743702255102e-06,3.65061106048705e-06,100,100,NFYB,0.525185541195195,0.330154304677643
MA1503.1,Mesothelial,0.572789505939234,0.623464236829982,8262846.5,0.659999177282124,9.49116105609072e-72,1.85837431701934e-71,100,100,HOXB9,0.499907663896584,0.329938646888774
MA0156.2,Endocardial,0.972450560517229,0.792835495989868,6636730,0.659791840477575,7.3023005498135e-58,2.69679020304994e-57,100,100,FEV,0.5,0.329895920238787
MA1419.1,Endocardial,1.32298369296377,1.12727179064915,6669161,0.663015974829662,3.7937976199879e-60,1.466410893529e-59,100,100,IRF4,0.4974546229261,0.32982036175287
MA0714.1,FB,0.425014196820988,0.60863002574898,16925074,0.660330924810387,1.83426913687182e-145,4.63852466476739e-145,100,100,PITX3,0.499402173913044,0.329770699352318
MA0681.2,Adipo,0.639021102099002,0.625179866083703,946866,0.659531297343043,1.46717154812091e-09,7.7078167246352e-09,100,100,PHOX2B,0.499957859249895,0.329737855527934
MA0158.2,Mesothelial,0.556302877052109,0.613281318752986,8256200,0.65946828462524,2.75633078279765e-71,5.368727843256e-71,100,100,HOXA5,0.499554574151642,0.329440398092476
MA0885.1,FB,0.472475429445668,0.626409325661238,16888986,0.658922953275695,5.91288164943367e-143,1.47033657015917e-142,100,100,Dlx2,0.499891304347826,0.329389854577709
MA0682.2,FB,0.435048035307369,0.597986878081857,16886285,0.658817573894316,9.09175967560103e-143,2.25330655083002e-142,100,100,PITX1,0.499962116483036,0.329383828620422
MA0733.1,FB,0.487103511112932,0.579349760803254,16896904,0.659231873653984,1.67239455033459e-143,4.20069472912325e-143,100,100,EGR4,0.499565217391304,0.329329314273229
MA0663.1,Lymphoid,0.822635448703045,0.817081002273707,1687441,0.708899212222648,2.03438161825186e-24,1.07634658667793e-23,100,100,MLX,0.464549178950482,0.329318546996674
MA0018.4,FB,1.16721497059859,1.42311250342879,19544447,0.762525632822498,0,0,100,100,CREB1,0.43187496098505,0.329315727925316
MA0684.2,FB,0.680796538340785,0.751281725595925,17317813,0.675653617466213,3.46228709521303e-174,9.85826783598825e-174,100,100,RUNX3,0.487259648397266,0.329218744084928
MA0032.2,SMC,0.713699154332427,0.666100643478223,1769975,0.657408222473056,3.03322557369839e-16,5.26229366971861e-15,100,100,FOXC1,0.500703845298146,0.329166824922878
MA0003.4,FB,0.40533955316707,0.519219661621464,17006818.5,0.663520182433909,3.16338100591055e-151,8.10956092924148e-151,100,100,TFAP2A,0.49604201129873,0.329133885831816
MA0697.1,Mesothelial,0.44339867684055,0.513606371926101,8241555,0.658298507605747,2.85194783349985e-70,5.52611190595036e-70,100,100,ZIC3,0.499953831948292,0.329118861443335
MA0485.2,FB,0.470034971237208,0.611577470603961,16857127.5,0.657679995474266,9.28599268882339e-141,2.2862543055651e-140,100,100,HOXC9,0.500375460376416,0.329086930515795
MA0107.1,Adipo,1.03280880421031,0.844391933089063,906032,0.631088728916565,6.70725909848598e-07,2.37138165282964e-06,100,100,RELA,0.521419342256028,0.329061869936868
MA1557.1,Adipo,0.454343157673953,0.44753728340715,872268,0.607570707651158,4.54113336402735e-05,0.000118866157528575,100,100,SMAD5,0.541571327572937,0.329042874737066
MA0791.1,FB,0.446386526880682,0.603841274022195,16864621,0.657972354006055,2.83688760409378e-141,7.00767600216543e-141,100,100,POU4F3,0.499962077468086,0.328961225025434
MA0048.2,Adipo,0.664886618100896,0.705137122148177,937480,0.652993560475459,6.62827298923761e-09,3.11427952651614e-08,100,100,NHLH1,0.503412007675885,0.328724799278376
MA1625.1,SMC,0.908264699453512,0.743557010984447,1657667,0.615694524455003,1.89700365965022e-09,1.99318976070291e-08,100,100,Stat5b,0.5338809584033,0.328707582799701
MA0038.2,Mesothelial,0.564155404798404,0.621588526914442,8214698,0.656153290711755,1.98096494839303e-68,3.78923038846463e-68,100,100,GFI1,0.500928552943094,0.328685918425088
MA0722.1,Mesothelial,0.533846443563846,0.614617073999256,8232175,0.657549275209513,1.26246195369263e-69,2.42107099602751e-69,100,100,VAX1,0.499676823638043,0.328562133222187
MA0608.1,CM,0.453153887792783,0.638610633646211,18182089,0.667259240763109,5.5964162370923e-168,1.01333167788128e-167,100,100,Creb3l2,0.492218515285362,0.328437352798855
MA0708.1,Mesothelial,0.512480979332678,0.569191514893461,8178007,0.653222577934547,5.92419574327587e-66,1.11041457901603e-65,100,100,MSX2,0.502791090364776,0.3284344922106
MA0465.2,Adipo,0.646701876118233,0.6288665472606,935534,0.651638091058847,8.99350910447617e-09,4.04166132044531e-08,100,100,CDX2,0.503962275321889,0.328401015056429
MA0078.1,Neuron,0.712625928642513,0.714215801985959,1059839,0.672295139265527,7.66941899417019e-12,7.43037216837787e-11,100,100,Sox17,0.48844015886337,0.328375944625925
MA0137.3,FB,1.76174972748572,2.00262126857005,19193413,0.748830058678486,0,0,100,100,STAT1,0.438390574768251,0.328280039827805
MA0605.2,FB,1.09339914016132,1.28710362427489,18933474,0.738688551452917,0,0,100,100,ATF3,0.444266167795499,0.328174331948396
MA1480.1,Mesothelial,0.477329877445253,0.595609947454342,8206797,0.655522194212539,6.82243613093756e-68,1.29835136573455e-67,100,100,DPRX,0.499924238067396,0.327711433477971
MA0081.2,Lymphoid,1.28944009743626,0.706864692799795,1563560.5,0.656856628890995,1.90298678815886e-14,5.84209112743419e-14,100,100,SPIB,0.49847250509165,0.32742496928935
MA0901.2,Adipo,0.753908648651648,0.699361646806913,940161,0.654860987765252,4.33496037789077e-09,2.08637447864936e-08,100,100,HOXB13,0.499957859249895,0.327402897549387
MA0511.2,FB,0.552031334470549,0.525626811318094,15832609,0.617708456880677,2.67141998452858e-79,4.76765384798642e-79,100,100,RUNX2,0.529972045787946,0.327368214593567
MA0616.2,Myeloid,0.481027822884868,0.559929523404668,9196170,0.655354247127979,1.03394463368908e-75,4.94437626110289e-75,100,100,HES2,0.49935003828649,0.32725116839457
MA0678.1,FB,0.462760608070951,0.595876451508569,16778511,0.654612776615999,2.05766531129008e-135,4.91993051994358e-135,100,100,OLIG2,0.499891304347826,0.327235234745324
MA0772.1,FB,1.36617194943616,1.39970432159579,17036642.5,0.664683764318487,2.34024793292704e-153,6.08301379081384e-153,100,100,IRF7,0.492140360186023,0.327117707181502
MA1507.1,FB,0.442390861971796,0.58964404676749,16747068,0.653386029526515,2.64268601468186e-133,6.19950870110902e-133,100,100,HOXD4,0.500549545085677,0.327052079844834
MA0784.1,Adipo,0.56924344003045,0.55237335157521,932010,0.649183479432876,1.55267930855682e-08,6.85383884132182e-08,100,100,POU1F1,0.503669727965786,0.326974066485839
MA0719.1,Adipo,0.443339880234484,0.464849276110755,892946,0.621973789149976,3.76228634921751e-06,1.20457751781814e-05,100,100,RHOXF1,0.52564142749179,0.326935190391271
MA0827.1,FB,0.46119622715472,0.591140345257214,16751891,0.653574198632916,1.25801684732693e-133,2.98879161817162e-133,100,100,OLIG3,0.5,0.326787099316458
MA0666.1,Mesothelial,0.512480979332678,0.569191514893461,8178007,0.653222577934547,5.92419574327587e-66,1.11041457901603e-65,100,100,MSX1,0.500108710585424,0.326682301176133
MA0765.2,Endocardial,1.22114998369892,0.97489714013482,6921940,0.688146049677378,1.66315534966865e-79,8.21664828379346e-79,100,100,ETV5,0.474675816974231,0.326646288328199
MA0876.1,Mesothelial,0.512480979332678,0.569191514893461,8178007,0.653222577934547,5.92419574327587e-66,1.11041457901603e-65,100,100,BSX,0.499925036822616,0.326562321327292
MA0760.1,PC,1.41840920953197,1.16164954758577,5492674,0.696190548256296,4.4156262112957e-68,5.58314771801117e-67,100,100,ERF,0.46893377406471,0.326467261262005
MA0748.2,Myeloid,0.540669511638297,0.565345271122167,9259456,0.659864249540259,4.63009507359017e-80,2.36578830472484e-79,100,100,YY2,0.494724731005786,0.326451163354139
MA1646.1,Adipo,0.56659909824007,0.577938764355145,936870,0.652568670267785,7.29564285276047e-09,3.35959849886377e-08,100,100,OSR2,0.500237520591503,0.326439333630451
MA0723.1,Mesothelial,0.533846443563846,0.614617073999256,8232175,0.657549275209513,1.26246195369263e-69,2.42107099602751e-69,100,100,VAX2,0.496350327649391,0.326374798195862
MA0911.1,FB,0.449631806835653,0.586024530085172,16729878.5,0.652715382034396,3.69616617354766e-132,8.64369895130581e-132,100,100,Hoxa11,0.499891304347826,0.326286743693064
MA0521.1,Adipo,0.922403297604815,0.980447372019238,945372,0.658490664604904,1.87270086991924e-09,9.50363842829764e-09,100,100,Tcf12,0.495409096133151,0.326222264964033
MA0668.1,FB,0.44222910243179,0.577373234708567,16714458,0.652113751989763,3.9020524145984e-131,9.09665969153252e-131,100,100,NEUROD2,0.500049373419895,0.326089073080977
MA1478.1,Adipo,0.536487446400071,0.550560166029454,937001,0.652659917181237,7.14702804121305e-09,3.3116042973571e-08,100,100,DMRTA2,0.499536451748841,0.326027419227408
MA0699.1,FB,0.435917074481774,0.572948832923019,16649684,0.649586597584194,7.02604112770249e-127,1.59313880889546e-126,100,100,LBX2,0.501757077312026,0.325934672664909
MA1496.1,FB,0.457483786297124,0.595105368652749,16832013,0.656700154499204,4.86264204686981e-139,1.19326676544897e-138,100,100,HOXA4,0.496175422922064,0.325838476891627
MA1561.1,EC,0.657499822882687,0.72313389946022,9874326.5,0.682842304533864,2.93554749050468e-107,4.46922128146222e-106,100,100,SOX12,0.477100194493668,0.325784196301611
MA0467.1,Mesothelial,0.465904750530743,0.560876122665039,8150437,0.651020409793378,4.00198355104764e-64,7.40813828556213e-64,100,100,Crx,0.500349535284213,0.325737759500655
MA1580.1,CM,0.390819221171846,0.575972400342639,17720704,0.650327005704778,4.43726782473929e-136,7.64480784585568e-136,100,100,ZBTB32,0.500820968528176,0.325697400857095
MA0880.1,Adipo,0.582680822959331,0.590720548554277,935930,0.651913921423173,8.45377864179528e-09,3.8221326465329e-08,100,100,Dlx3,0.499578592498947,0.325682239295058
MA0471.2,FB,0.709316653863673,0.790765604608969,17887058.5,0.697862702487593,1.85062596947639e-220,6.60558360396836e-220,100,100,E2F6,0.466536915946191,0.325578712972436
MA1641.1,Adipo,0.877669649297739,0.927858819981402,934531,0.65093946011082,1.0514783735898e-08,4.69702315388018e-08,100,100,MYF5,0.5,0.32546973005541
MA0083.3,PC,0.669601857341514,0.758694948589158,5433242,0.68865760589271,4.30449547232736e-63,4.86538427629729e-62,100,100,SRF,0.472444719405122,0.325352649382184
MA0881.1,Adipo,0.582680822959331,0.590720548554277,935930,0.651913921423173,8.45377864179528e-09,3.8221326465329e-08,100,100,Dlx4,0.499072903497682,0.325352573595223
MA0628.1,FB,0.38377440850525,0.457434294909024,15807056,0.616711507849808,5.40215286222115e-78,9.46010806388962e-78,100,100,POU6F1,0.527189636068541,0.325123915382622
MA1509.1,Myeloid,0.727166063587243,0.744651031443416,9508523,0.67761371657593,2.22879925223053e-98,1.45849494926665e-97,100,100,IRF6,0.479772226563377,0.325100241551519
MA0648.1,FB,0.418283422883056,0.580715472940506,16663490,0.650125237991198,8.82397276379668e-128,2.03169249438035e-127,100,100,GSC,0.499940521707918,0.325023950656804
MA0125.1,Mesothelial,0.523471152357312,0.562058420799226,8133764,0.649688645215297,4.96582883843248e-63,9.057477539048e-63,100,100,Nobox,0.500264547728819,0.32501619626318
MA0767.1,Mesothelial,0.486635190281549,0.553383214544893,8134304.5,0.64973181793493,4.57811684980207e-63,8.37077247537338e-63,100,100,GCM2,0.500218060175023,0.325007589601402
MA1503.1,FB,0.462618901131377,0.590392697352363,16663816,0.650137956865071,8.4013448333172e-128,1.9403725218745e-127,100,100,HOXB9,0.499891304347826,0.324998311263311
MA0900.2,Mesothelial,0.561318165526533,0.60952382345902,8149685,0.650960343400844,4.48551393379044e-64,8.28265691734571e-64,100,100,HOXA2,0.499122807017544,0.324909153855334
MA0712.2,FB,0.378456895729505,0.562976263374764,16654005,0.64975518118543,3.6732312354731e-127,8.35436128555773e-127,100,100,OTX2,0.500016444801648,0.32488827568779
MA1152.1,Neuron,0.979903757830414,0.724516277595989,1035823,0.657060900796664,4.39264095296849e-10,3.31001025344898e-09,100,100,SOX15,0.494242439812515,0.324747382715152
MA0897.1,FB,0.446343923535359,0.578055318880917,16646229,0.649451800930117,1.17949424932761e-126,2.66637184847999e-126,100,100,Hmx2,0.5,0.324725900465058
MA0653.1,Lymphoid,1.55057417916404,1.25460874888536,1630606,0.685022651959697,1.68629678031644e-19,7.06728875346104e-19,100,100,IRF9,0.473957598152891,0.324671690803142
